,rpt_dt,addr_pct_cd,ofns_desc,loc_of_occur_desc,prem_typ_desc,latitude,longitude,lat_lon,coords_list
1395,2020-09-27T00:00:00.000,102,HARRASSMENT 2,FRONT OF,RESIDENCE-HOUSE,40.68665963000007,-73.82961250899997,"{'latitude': '40.68665963000007', 'longitude': '-73.82961250899997'}","['40.68665963000007', '-73.82961250899997']"
1396,2020-09-30T00:00:00.000,109,PETIT LARCENY,FRONT OF,STREET,40.77660601400004,-73.81919322699997,"{'latitude': '40.77660601400004', 'longitude': '-73.81919322699997'}","['40.77660601400004', '-73.81919322699997']"
1397,2020-09-30T00:00:00.000,122,HARRASSMENT 2,FRONT OF,RESIDENCE-HOUSE,40.554690193000056,-74.15045216499993,"{'latitude': '40.554690193000056', 'longitude': '-74.15045216499993'}","['40.554690193000056', '-74.15045216499993']"
1398,2020-09-25T00:00:00.000,18,FELONY ASSAULT,INSIDE,GROCERY/BODEGA,40.76795511000005,-73.982362342,"{'latitude': '40.76795511000005', 'longitude': '-73.982362342'}","['40.76795511000005', '-73.982362342']"
1399,2020-09-28T00:00:00.000,43,GRAND LARCENY,FRONT OF,STREET,40.838778865000045,-73.86470137399994,"{'latitude': '40.838778865000045', 'longitude': '-73.86470137399994'}","['40.838778865000045', '-73.86470137399994']"
1400,2020-09-22T00:00:00.000,10,DANGEROUS DRUGS,FRONT OF,STREET,40.74227384200003,-74.00254921899995,"{'latitude': '40.74227384200003', 'longitude': '-74.00254921899995'}","['40.74227384200003', '-74.00254921899995']"
1401,2020-09-25T00:00:00.000,32,ASSAULT 3 & RELATED OFFENSES,,STREET,40.82284465500004,-73.941917086,"{'latitude': '40.82284465500004', 'longitude': '-73.941917086'}","['40.82284465500004', '-73.941917086']"
1402,2020-09-24T00:00:00.000,26,PETIT LARCENY,FRONT OF,STREET,40.814078172000045,-73.95447502999998,"{'latitude': '40.814078172000045', 'longitude': '-73.95447502999998'}","['40.814078172000045', '-73.95447502999998']"
1403,2020-09-27T00:00:00.000,123,HARRASSMENT 2,REAR OF,RESIDENCE-HOUSE,40.50110098000005,-74.24034719999997,"{'latitude': '40.50110098000005', 'longitude': '-74.24034719999997'}","['40.50110098000005', '-74.24034719999997']"
1404,2020-09-26T00:00:00.000,9,ROBBERY,INSIDE,BEAUTY & NAIL SALON,40.730198287000064,-73.98196461999999,"{'latitude': '40.730198287000064', 'longitude': '-73.98196461999999'}","['40.730198287000064', '-73.98196461999999']"
1405,2020-09-28T00:00:00.000,40,PETIT LARCENY,INSIDE,RESIDENCE - PUBLIC HOUSING,40.812525348000065,-73.92442689199999,"{'latitude': '40.812525348000065', 'longitude': '-73.92442689199999'}","['40.812525348000065', '-73.92442689199999']"
1406,2020-09-23T00:00:00.000,61,MISCELLANEOUS PENAL LAW,INSIDE,RESIDENCE - APT. HOUSE,40.59115406800004,-73.95494745199994,"{'latitude': '40.59115406800004', 'longitude': '-73.95494745199994'}","['40.59115406800004', '-73.95494745199994']"
1407,2020-09-25T00:00:00.000,75,PETIT LARCENY,INSIDE,OPEN AREAS (OPEN LOTS),40.66958158500006,-73.862402262,"{'latitude': '40.66958158500006', 'longitude': '-73.862402262'}","['40.66958158500006', '-73.862402262']"
1408,2020-09-29T00:00:00.000,102,HARRASSMENT 2,INSIDE,RESIDENCE-HOUSE,40.684379988000046,-73.85238057399994,"{'latitude': '40.684379988000046', 'longitude': '-73.85238057399994'}","['40.684379988000046', '-73.85238057399994']"
1409,2020-09-28T00:00:00.000,72,ROBBERY,INSIDE,HOTEL/MOTEL,40.65193797000006,-74.00500719599995,"{'latitude': '40.65193797000006', 'longitude': '-74.00500719599995'}","['40.65193797000006', '-74.00500719599995']"
1410,2020-09-25T00:00:00.000,70,DANGEROUS WEAPONS,,STREET,40.642696823000044,-73.95763678899993,"{'latitude': '40.642696823000044', 'longitude': '-73.95763678899993'}","['40.642696823000044', '-73.95763678899993']"
1411,2020-09-25T00:00:00.000,77,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.67170959300007,-73.93502270099998,"{'latitude': '40.67170959300007', 'longitude': '-73.93502270099998'}","['40.67170959300007', '-73.93502270099998']"
1412,2020-09-22T00:00:00.000,84,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,COMMERCIAL BUILDING,40.682977178000044,-73.98084164799997,"{'latitude': '40.682977178000044', 'longitude': '-73.98084164799997'}","['40.682977178000044', '-73.98084164799997']"
1413,2020-09-22T00:00:00.000,102,PETIT LARCENY,INSIDE,RESIDENCE-HOUSE,40.69065166900003,-73.81955251399995,"{'latitude': '40.69065166900003', 'longitude': '-73.81955251399995'}","['40.69065166900003', '-73.81955251399995']"
1414,2020-09-28T00:00:00.000,18,GRAND LARCENY,INSIDE,DEPARTMENT STORE,40.765912797000055,-73.98094414399996,"{'latitude': '40.765912797000055', 'longitude': '-73.98094414399996'}","['40.765912797000055', '-73.98094414399996']"
1415,2020-09-24T00:00:00.000,33,FELONY ASSAULT,OPPOSITE OF,OTHER,40.846943440000075,-73.93708525099998,"{'latitude': '40.846943440000075', 'longitude': '-73.93708525099998'}","['40.846943440000075', '-73.93708525099998']"
1416,2020-09-30T00:00:00.000,30,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.82524118100008,-73.94269183999995,"{'latitude': '40.82524118100008', 'longitude': '-73.94269183999995'}","['40.82524118100008', '-73.94269183999995']"
1417,2020-09-24T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,,STREET,40.61752008500007,-74.15155551599996,"{'latitude': '40.61752008500007', 'longitude': '-74.15155551599996'}","['40.61752008500007', '-74.15155551599996']"
1418,2020-09-28T00:00:00.000,47,DANGEROUS WEAPONS,FRONT OF,STREET,40.883161804000046,-73.86564172299995,"{'latitude': '40.883161804000046', 'longitude': '-73.86564172299995'}","['40.883161804000046', '-73.86564172299995']"
1419,2020-09-22T00:00:00.000,10,GRAND LARCENY,FRONT OF,STREET,40.739161316000036,-74.00110567199994,"{'latitude': '40.739161316000036', 'longitude': '-74.00110567199994'}","['40.739161316000036', '-74.00110567199994']"
1420,2020-09-23T00:00:00.000,66,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.62806314800008,-73.98661430799996,"{'latitude': '40.62806314800008', 'longitude': '-73.98661430799996'}","['40.62806314800008', '-73.98661430799996']"
1421,2020-09-26T00:00:00.000,49,GRAND LARCENY OF MOTOR VEHICLE,OPPOSITE OF,STREET,40.85557657700008,-73.86477926499998,"{'latitude': '40.85557657700008', 'longitude': '-73.86477926499998'}","['40.85557657700008', '-73.86477926499998']"
1422,2020-09-25T00:00:00.000,104,HARRASSMENT 2,INSIDE,RESIDENCE-HOUSE,40.698043133000056,-73.89155496199999,"{'latitude': '40.698043133000056', 'longitude': '-73.89155496199999'}","['40.698043133000056', '-73.89155496199999']"
1423,2020-09-22T00:00:00.000,49,BURGLARY,FRONT OF,RESIDENCE - APT. HOUSE,40.85549873000008,-73.86866904299995,"{'latitude': '40.85549873000008', 'longitude': '-73.86866904299995'}","['40.85549873000008', '-73.86866904299995']"
1424,2020-09-26T00:00:00.000,75,DANGEROUS DRUGS,FRONT OF,STREET,40.68604191600008,-73.87684879599993,"{'latitude': '40.68604191600008', 'longitude': '-73.87684879599993'}","['40.68604191600008', '-73.87684879599993']"
1425,2020-09-25T00:00:00.000,23,GRAND LARCENY OF MOTOR VEHICLE,FRONT OF,STREET,40.78760191200007,-73.95293309599998,"{'latitude': '40.78760191200007', 'longitude': '-73.95293309599998'}","['40.78760191200007', '-73.95293309599998']"
1426,2020-09-30T00:00:00.000,113,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.66869415600007,-73.79232021199994,"{'latitude': '40.66869415600007', 'longitude': '-73.79232021199994'}","['40.66869415600007', '-73.79232021199994']"
1427,2020-09-26T00:00:00.000,23,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE - APT. HOUSE,40.79256860600003,-73.94395508599996,"{'latitude': '40.79256860600003', 'longitude': '-73.94395508599996'}","['40.79256860600003', '-73.94395508599996']"
1428,2020-09-25T00:00:00.000,121,GRAND LARCENY,INSIDE,GROCERY/BODEGA,40.58979048000003,-74.16660750899997,"{'latitude': '40.58979048000003', 'longitude': '-74.16660750899997'}","['40.58979048000003', '-74.16660750899997']"
1429,2020-09-23T00:00:00.000,50,CRIMINAL MISCHIEF & RELATED OF,,TRANSIT - NYC SUBWAY,40.88939827600007,-73.89838946899994,"{'latitude': '40.88939827600007', 'longitude': '-73.89838946899994'}","['40.88939827600007', '-73.89838946899994']"
1430,2020-09-29T00:00:00.000,67,CRIMINAL MISCHIEF & RELATED OF,REAR OF,OPEN AREAS (OPEN LOTS),40.662518015000046,-73.92701180399997,"{'latitude': '40.662518015000046', 'longitude': '-73.92701180399997'}","['40.662518015000046', '-73.92701180399997']"
1431,2020-09-24T00:00:00.000,13,GRAND LARCENY,INSIDE,CHAIN STORE,40.742581073000046,-73.99304737199996,"{'latitude': '40.742581073000046', 'longitude': '-73.99304737199996'}","['40.742581073000046', '-73.99304737199996']"
1432,2020-09-26T00:00:00.000,41,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.824130238000066,-73.89048954399993,"{'latitude': '40.824130238000066', 'longitude': '-73.89048954399993'}","['40.824130238000066', '-73.89048954399993']"
1433,2020-09-28T00:00:00.000,114,PETIT LARCENY,INSIDE,RESIDENCE - APT. HOUSE,40.777055482000044,-73.90958413899993,"{'latitude': '40.777055482000044', 'longitude': '-73.90958413899993'}","['40.777055482000044', '-73.90958413899993']"
1434,2020-09-30T00:00:00.000,115,GRAND LARCENY OF MOTOR VEHICLE,,STREET,40.75601269200007,-73.86340042099994,"{'latitude': '40.75601269200007', 'longitude': '-73.86340042099994'}","['40.75601269200007', '-73.86340042099994']"
1435,2020-09-23T00:00:00.000,103,ROBBERY,FRONT OF,STREET,40.71163803500008,-73.78000525899995,"{'latitude': '40.71163803500008', 'longitude': '-73.78000525899995'}","['40.71163803500008', '-73.78000525899995']"
1436,2020-09-21T00:00:00.000,67,ASSAULT 3 & RELATED OFFENSES,INSIDE,DRY CLEANER/LAUNDRY,40.66307167300005,-73.92578207699995,"{'latitude': '40.66307167300005', 'longitude': '-73.92578207699995'}","['40.66307167300005', '-73.92578207699995']"
1437,2020-09-25T00:00:00.000,46,PETIT LARCENY,INSIDE,RESIDENCE - APT. HOUSE,40.85964814100004,-73.89794688099995,"{'latitude': '40.85964814100004', 'longitude': '-73.89794688099995'}","['40.85964814100004', '-73.89794688099995']"
1438,2020-09-24T00:00:00.000,66,GRAND LARCENY OF MOTOR VEHICLE,FRONT OF,STREET,40.63730800600007,-73.97323787899995,"{'latitude': '40.63730800600007', 'longitude': '-73.97323787899995'}","['40.63730800600007', '-73.97323787899995']"
1439,2020-09-27T00:00:00.000,69,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,COMMERCIAL BUILDING,40.645844089000036,-73.91220873599997,"{'latitude': '40.645844089000036', 'longitude': '-73.91220873599997'}","['40.645844089000036', '-73.91220873599997']"
1440,2020-09-28T00:00:00.000,105,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.66490914500002,-73.74709827199997,"{'latitude': '40.66490914500002', 'longitude': '-73.74709827199997'}","['40.66490914500002', '-73.74709827199997']"
1441,2020-09-25T00:00:00.000,60,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,RESIDENCE - PUBLIC HOUSING,40.574301425000044,-73.99407278899997,"{'latitude': '40.574301425000044', 'longitude': '-73.99407278899997'}","['40.574301425000044', '-73.99407278899997']"
1442,2020-09-29T00:00:00.000,48,HARRASSMENT 2,FRONT OF,RESIDENCE - APT. HOUSE,40.84588066600002,-73.88617794499999,"{'latitude': '40.84588066600002', 'longitude': '-73.88617794499999'}","['40.84588066600002', '-73.88617794499999']"
1443,2020-09-24T00:00:00.000,100,BURGLARY,INSIDE,RESIDENCE-HOUSE,40.59603406100007,-73.79546648899996,"{'latitude': '40.59603406100007', 'longitude': '-73.79546648899996'}","['40.59603406100007', '-73.79546648899996']"
1444,2020-09-22T00:00:00.000,47,CRIMINAL MISCHIEF & RELATED OF,INSIDE,RESIDENCE - APT. HOUSE,40.88291379900005,-73.864799609,"{'latitude': '40.88291379900005', 'longitude': '-73.864799609'}","['40.88291379900005', '-73.864799609']"
1445,2020-09-23T00:00:00.000,13,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,RESTAURANT/DINER,40.74498524300003,-73.98991821599996,"{'latitude': '40.74498524300003', 'longitude': '-73.98991821599996'}","['40.74498524300003', '-73.98991821599996']"
1446,2020-09-23T00:00:00.000,94,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,STREET,40.72172345900003,-73.93761833499997,"{'latitude': '40.72172345900003', 'longitude': '-73.93761833499997'}","['40.72172345900003', '-73.93761833499997']"
1447,2020-04-29T00:00:00.000,52,HARRASSMENT 2,INSIDE,RESIDENCE-HOUSE,40.86900585100005,-73.88725558999994,"{'latitude': '40.86900585100005', 'longitude': '-73.88725558999994'}","['40.86900585100005', '-73.88725558999994']"
1448,2020-09-30T00:00:00.000,102,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE-HOUSE,40.69986895500005,-73.825103142,"{'latitude': '40.69986895500005', 'longitude': '-73.825103142'}","['40.69986895500005', '-73.825103142']"
1449,2020-09-29T00:00:00.000,47,MISCELLANEOUS PENAL LAW,FRONT OF,RESIDENCE-HOUSE,40.88626200200008,-73.823860541,"{'latitude': '40.88626200200008', 'longitude': '-73.823860541'}","['40.88626200200008', '-73.823860541']"
1450,2020-09-30T00:00:00.000,41,PROSTITUTION & RELATED OFFENSES,,STREET,40.81436251600008,-73.89127149899997,"{'latitude': '40.81436251600008', 'longitude': '-73.89127149899997'}","['40.81436251600008', '-73.89127149899997']"
1451,2020-09-23T00:00:00.000,32,BURGLARY,INSIDE,RESIDENCE - APT. HOUSE,40.81279710100006,-73.94366349799998,"{'latitude': '40.81279710100006', 'longitude': '-73.94366349799998'}","['40.81279710100006', '-73.94366349799998']"
1452,2020-09-24T00:00:00.000,110,BURGLARY,REAR OF,RESIDENCE-HOUSE,40.73939295200007,-73.86788027599994,"{'latitude': '40.73939295200007', 'longitude': '-73.86788027599994'}","['40.73939295200007', '-73.86788027599994']"
1453,2020-09-21T00:00:00.000,47,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.89093415400004,-73.84957096799997,"{'latitude': '40.89093415400004', 'longitude': '-73.84957096799997'}","['40.89093415400004', '-73.84957096799997']"
1454,2020-09-29T00:00:00.000,75,GRAND LARCENY,FRONT OF,STREET,40.67698684900005,-73.89328364999993,"{'latitude': '40.67698684900005', 'longitude': '-73.89328364999993'}","['40.67698684900005', '-73.89328364999993']"
1455,2020-09-22T00:00:00.000,90,PETIT LARCENY,INSIDE,RESIDENCE - PUBLIC HOUSING,40.70478562700004,-73.96338250199994,"{'latitude': '40.70478562700004', 'longitude': '-73.96338250199994'}","['40.70478562700004', '-73.96338250199994']"
1456,2020-09-26T00:00:00.000,83,DANGEROUS WEAPONS,,STREET,40.70025461000005,-73.92088277299997,"{'latitude': '40.70025461000005', 'longitude': '-73.92088277299997'}","['40.70025461000005', '-73.92088277299997']"
1457,2020-09-25T00:00:00.000,50,CRIMINAL MISCHIEF & RELATED OF,OPPOSITE OF,STREET,40.88311992000007,-73.90332096899994,"{'latitude': '40.88311992000007', 'longitude': '-73.90332096899994'}","['40.88311992000007', '-73.90332096899994']"
1458,2020-09-24T00:00:00.000,19,PETIT LARCENY,INSIDE,COMMERCIAL BUILDING,40.783585352000046,-73.95051296599996,"{'latitude': '40.783585352000046', 'longitude': '-73.95051296599996'}","['40.783585352000046', '-73.95051296599996']"
1459,2020-09-29T00:00:00.000,28,PETIT LARCENY,INSIDE,CLOTHING/BOUTIQUE,40.80959683800006,-73.94978559799995,"{'latitude': '40.80959683800006', 'longitude': '-73.94978559799995'}","['40.80959683800006', '-73.94978559799995']"
1460,2020-09-30T00:00:00.000,28,PETIT LARCENY,INSIDE,GROCERY/BODEGA,40.80322200200004,-73.95252472599998,"{'latitude': '40.80322200200004', 'longitude': '-73.95252472599998'}","['40.80322200200004', '-73.95252472599998']"
1461,2020-09-30T00:00:00.000,101,CRIMINAL MISCHIEF & RELATED OF,,PARK/PLAYGROUND,40.59556999800003,-73.74710163399999,"{'latitude': '40.59556999800003', 'longitude': '-73.74710163399999'}","['40.59556999800003', '-73.74710163399999']"
1462,2020-09-27T00:00:00.000,40,PETIT LARCENY,INSIDE,GROCERY/BODEGA,40.812171731000035,-73.92512090099996,"{'latitude': '40.812171731000035', 'longitude': '-73.92512090099996'}","['40.812171731000035', '-73.92512090099996']"
1463,2020-09-28T00:00:00.000,7,DANGEROUS DRUGS,INSIDE,RESIDENCE - PUBLIC HOUSING,40.71774270100008,-73.98279048099994,"{'latitude': '40.71774270100008', 'longitude': '-73.98279048099994'}","['40.71774270100008', '-73.98279048099994']"
1464,2020-09-26T00:00:00.000,75,FELONY ASSAULT,FRONT OF,RESIDENCE - APT. HOUSE,40.66679569100006,-73.89651170599996,"{'latitude': '40.66679569100006', 'longitude': '-73.89651170599996'}","['40.66679569100006', '-73.89651170599996']"
1465,2020-09-29T00:00:00.000,109,SEX CRIMES,INSIDE,RESIDENCE-HOUSE,40.76233421800004,-73.82691730799998,"{'latitude': '40.76233421800004', 'longitude': '-73.82691730799998'}","['40.76233421800004', '-73.82691730799998']"
1466,2020-09-25T00:00:00.000,111,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,PARK/PLAYGROUND,40.77076537100004,-73.77139794899993,"{'latitude': '40.77076537100004', 'longitude': '-73.77139794899993'}","['40.77076537100004', '-73.77139794899993']"
1467,2020-09-27T00:00:00.000,44,PETIT LARCENY,,STREET,40.83778161800007,-73.91945797099999,"{'latitude': '40.83778161800007', 'longitude': '-73.91945797099999'}","['40.83778161800007', '-73.91945797099999']"
1468,2020-09-29T00:00:00.000,60,HARRASSMENT 2,,STREET,40.57557363000007,-73.98120362499998,"{'latitude': '40.57557363000007', 'longitude': '-73.98120362499998'}","['40.57557363000007', '-73.98120362499998']"
1469,2020-09-22T00:00:00.000,43,HARRASSMENT 2,INSIDE,RESIDENCE - PUBLIC HOUSING,40.834954553000046,-73.87867276499998,"{'latitude': '40.834954553000046', 'longitude': '-73.87867276499998'}","['40.834954553000046', '-73.87867276499998']"
1470,2020-09-23T00:00:00.000,42,HARRASSMENT 2,FRONT OF,STREET,40.83894442600007,-73.90064214799997,"{'latitude': '40.83894442600007', 'longitude': '-73.90064214799997'}","['40.83894442600007', '-73.90064214799997']"
1471,2020-09-23T00:00:00.000,70,GRAND LARCENY,REAR OF,STREET,40.64355926600007,-73.95924335999997,"{'latitude': '40.64355926600007', 'longitude': '-73.95924335999997'}","['40.64355926600007', '-73.95924335999997']"
1472,2020-09-25T00:00:00.000,108,RAPE,INSIDE,RESIDENCE - APT. HOUSE,40.74308016800006,-73.95473646099998,"{'latitude': '40.74308016800006', 'longitude': '-73.95473646099998'}","['40.74308016800006', '-73.95473646099998']"
1473,2020-09-23T00:00:00.000,23,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE - PUBLIC HOUSING,40.79511949700003,-73.94612712599996,"{'latitude': '40.79511949700003', 'longitude': '-73.94612712599996'}","['40.79511949700003', '-73.94612712599996']"
1474,2020-09-26T00:00:00.000,7,HARRASSMENT 2,INSIDE,RESIDENCE - PUBLIC HOUSING,40.712229008000065,-73.98683547899996,"{'latitude': '40.712229008000065', 'longitude': '-73.98683547899996'}","['40.712229008000065', '-73.98683547899996']"
1475,2020-09-22T00:00:00.000,113,SEX CRIMES,INSIDE,RESIDENCE-HOUSE,40.67970040800003,-73.77604736799998,"{'latitude': '40.67970040800003', 'longitude': '-73.77604736799998'}","['40.67970040800003', '-73.77604736799998']"
1476,2020-09-30T00:00:00.000,10,BURGLARY,REAR OF,,40.74722804600003,-73.99523033799994,"{'latitude': '40.74722804600003', 'longitude': '-73.99523033799994'}","['40.74722804600003', '-73.99523033799994']"
1477,2020-09-25T00:00:00.000,46,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.859857267000045,-73.89854667099996,"{'latitude': '40.859857267000045', 'longitude': '-73.89854667099996'}","['40.859857267000045', '-73.89854667099996']"
1478,2020-09-28T00:00:00.000,104,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.706105106000045,-73.90136312299995,"{'latitude': '40.706105106000045', 'longitude': '-73.90136312299995'}","['40.706105106000045', '-73.90136312299995']"
1479,2020-09-22T00:00:00.000,84,ASSAULT 3 & RELATED OFFENSES,INSIDE,HOMELESS SHELTER,40.69121477200008,-73.98438756299998,"{'latitude': '40.69121477200008', 'longitude': '-73.98438756299998'}","['40.69121477200008', '-73.98438756299998']"
1480,2020-09-28T00:00:00.000,81,MURDER & NON-NEGL. MANSLAUGHTER,OUTSIDE,,40.67851591200008,-73.92914304899993,"{'latitude': '40.67851591200008', 'longitude': '-73.92914304899993'}","['40.67851591200008', '-73.92914304899993']"
1481,2020-09-21T00:00:00.000,115,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.769914233000065,-73.87000031299993,"{'latitude': '40.769914233000065', 'longitude': '-73.87000031299993'}","['40.769914233000065', '-73.87000031299993']"
1482,2020-09-24T00:00:00.000,6,GRAND LARCENY,FRONT OF,STREET,40.73164327200004,-74.00624357399995,"{'latitude': '40.73164327200004', 'longitude': '-74.00624357399995'}","['40.73164327200004', '-74.00624357399995']"
1483,2020-09-24T00:00:00.000,43,PETIT LARCENY,FRONT OF,STREET,40.83289143200005,-73.86704415699995,"{'latitude': '40.83289143200005', 'longitude': '-73.86704415699995'}","['40.83289143200005', '-73.86704415699995']"
1484,2020-09-26T00:00:00.000,121,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,RESIDENCE-HOUSE,40.623543535000074,-74.16453757199997,"{'latitude': '40.623543535000074', 'longitude': '-74.16453757199997'}","['40.623543535000074', '-74.16453757199997']"
1485,2020-09-30T00:00:00.000,32,HARRASSMENT 2,INSIDE,RESIDENCE - PUBLIC HOUSING,40.82988213900006,-73.93675809999998,"{'latitude': '40.82988213900006', 'longitude': '-73.93675809999998'}","['40.82988213900006', '-73.93675809999998']"
1486,2020-09-24T00:00:00.000,123,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.549099883000046,-74.18550515499999,"{'latitude': '40.549099883000046', 'longitude': '-74.18550515499999'}","['40.549099883000046', '-74.18550515499999']"
1487,2020-09-22T00:00:00.000,67,CRIMINAL MISCHIEF & RELATED OF,FRONT OF,STREET,40.647404711000036,-73.95212027699995,"{'latitude': '40.647404711000036', 'longitude': '-73.95212027699995'}","['40.647404711000036', '-73.95212027699995']"
1488,2020-09-28T00:00:00.000,77,PETIT LARCENY,FRONT OF,STREET,40.67590177200003,-73.93184247999993,"{'latitude': '40.67590177200003', 'longitude': '-73.93184247999993'}","['40.67590177200003', '-73.93184247999993']"
1489,2020-09-23T00:00:00.000,107,CRIMINAL MISCHIEF & RELATED OF,INSIDE,RESIDENCE - APT. HOUSE,40.73469350700003,-73.81056394999997,"{'latitude': '40.73469350700003', 'longitude': '-73.81056394999997'}","['40.73469350700003', '-73.81056394999997']"
1490,2020-09-24T00:00:00.000,52,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - APT. HOUSE,40.87014094800003,-73.88884095099996,"{'latitude': '40.87014094800003', 'longitude': '-73.88884095099996'}","['40.87014094800003', '-73.88884095099996']"
1491,2020-09-23T00:00:00.000,41,ARSON,,STREET,40.81061666200002,-73.88355058799993,"{'latitude': '40.81061666200002', 'longitude': '-73.88355058799993'}","['40.81061666200002', '-73.88355058799993']"
1492,2020-09-30T00:00:00.000,40,ROBBERY,INSIDE,CHAIN STORE,40.81050038400008,-73.90657650299994,"{'latitude': '40.81050038400008', 'longitude': '-73.90657650299994'}","['40.81050038400008', '-73.90657650299994']"
1493,2020-09-30T00:00:00.000,83,UNAUTHORIZED USE OF A VEHICLE,FRONT OF,STREET,40.70742430300004,-73.92141168499995,"{'latitude': '40.70742430300004', 'longitude': '-73.92141168499995'}","['40.70742430300004', '-73.92141168499995']"
1494,2020-09-30T00:00:00.000,103,PETIT LARCENY,FRONT OF,RESIDENCE-HOUSE,40.69556927600007,-73.80871693499995,"{'latitude': '40.69556927600007', 'longitude': '-73.80871693499995'}","['40.69556927600007', '-73.80871693499995']"
1495,2020-09-21T00:00:00.000,75,PETIT LARCENY,FRONT OF,STREET,40.67549988900004,-73.90018985299997,"{'latitude': '40.67549988900004', 'longitude': '-73.90018985299997'}","['40.67549988900004', '-73.90018985299997']"
1496,2020-09-25T00:00:00.000,114,HARRASSMENT 2,INSIDE,RESIDENCE - APT. HOUSE,40.76635003800004,-73.91189466199995,"{'latitude': '40.76635003800004', 'longitude': '-73.91189466199995'}","['40.76635003800004', '-73.91189466199995']"
1497,2020-09-28T00:00:00.000,75,MISCELLANEOUS PENAL LAW,,STREET,40.667794250000036,-73.88441273499996,"{'latitude': '40.667794250000036', 'longitude': '-73.88441273499996'}","['40.667794250000036', '-73.88441273499996']"
1498,2020-09-23T00:00:00.000,62,PETIT LARCENY,FRONT OF,STREET,40.605800808000026,-74.00479845699994,"{'latitude': '40.605800808000026', 'longitude': '-74.00479845699994'}","['40.605800808000026', '-74.00479845699994']"
1499,2020-09-23T00:00:00.000,113,OFF. AGNST PUB ORD SENSBLTY &,INSIDE,RESIDENCE-HOUSE,40.67273235300007,-73.795732376,"{'latitude': '40.67273235300007', 'longitude': '-73.795732376'}","['40.67273235300007', '-73.795732376']"
1500,2020-09-30T00:00:00.000,122,CRIMINAL MISCHIEF & RELATED OF,,OTHER,40.59475676900007,-74.06482608099996,"{'latitude': '40.59475676900007', 'longitude': '-74.06482608099996'}","['40.59475676900007', '-74.06482608099996']"
1501,2020-09-21T00:00:00.000,14,PETIT LARCENY,FRONT OF,STREET,40.75043076800005,-73.98928217599996,"{'latitude': '40.75043076800005', 'longitude': '-73.98928217599996'}","['40.75043076800005', '-73.98928217599996']"
1502,2020-09-24T00:00:00.000,14,ASSAULT 3 & RELATED OFFENSES,FRONT OF,STREET,40.749681321000025,-73.98795774099993,"{'latitude': '40.749681321000025', 'longitude': '-73.98795774099993'}","['40.749681321000025', '-73.98795774099993']"
1503,2020-09-25T00:00:00.000,43,PETIT LARCENY,INSIDE,DRUG STORE,40.82937617700002,-73.87505862799998,"{'latitude': '40.82937617700002', 'longitude': '-73.87505862799998'}","['40.82937617700002', '-73.87505862799998']"
1504,2020-09-27T00:00:00.000,1,GRAND LARCENY,,TRANSIT - NYC SUBWAY,40.71022856800005,-74.00774568899999,"{'latitude': '40.71022856800005', 'longitude': '-74.00774568899999'}","['40.71022856800005', '-74.00774568899999']"
1505,2020-09-22T00:00:00.000,114,CRIMINAL MISCHIEF & RELATED OF,OPPOSITE OF,STREET,40.772420605000036,-73.89459653699998,"{'latitude': '40.772420605000036', 'longitude': '-73.89459653699998'}","['40.772420605000036', '-73.89459653699998']"
1506,2020-09-25T00:00:00.000,26,PETIT LARCENY,INSIDE,RESIDENCE - APT. HOUSE,40.81111301300007,-73.95234931199997,"{'latitude': '40.81111301300007', 'longitude': '-73.95234931199997'}","['40.81111301300007', '-73.95234931199997']"
1507,2020-09-29T00:00:00.000,78,ASSAULT 3 & RELATED OFFENSES,INSIDE,RESIDENCE - APT. HOUSE,40.66860891300007,-73.98512461899996,"{'latitude': '40.66860891300007', 'longitude': '-73.98512461899996'}","['40.66860891300007', '-73.98512461899996']"
